Time,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour
370,16.314,0.006,790.608,1090.897,4010.602,2019-06-16 09:00:00,9
371,17.485,0.006,868.817,1170.361,4036.684,2019-06-16 10:00:00,10
372,18.307,0.006,898.76,1196.39,4026.249,2019-06-16 11:00:00,11
373,18.86,0.006,876.712,1167.189,3997.118,2019-06-16 12:00:00,12
374,19.134,0.006,805.443,1084.759,3918.324,2019-06-16 13:00:00,13
375,19.08,0.006,691.54,954.699,3758.757,2019-06-16 14:00:00,14
376,18.642,0.006,549.003,785.903,3489.222,2019-06-16 15:00:00,15
377,17.895,0.006,381.594,589.851,3056.413,2019-06-16 16:00:00,16
378,17.815,0.007,216.808,379.926,2318.256,2019-06-16 17:00:00,17
379,15.736,0.008,76.528,170.517,1079.756,2019-06-16 18:00:00,18
380,15.097,0.007,5.625,22.411,1.577,2019-06-16 19:00:00,19
381,14.737,0.007,0.01,0.081,0.0,2019-06-16 20:00:00,20
382,13.9,0.007,0.0,0.0,0.0,2019-06-16 21:00:00,21
383,12.424,0.007,0.0,0.0,0.0,2019-06-16 22:00:00,22
384,10.533,0.007,0.0,0.0,0.0,2019-06-16 23:00:00,23
385,8.817,0.006,0.0,0.0,0.0,2019-06-17 00:00:00,0
386,7.706,0.006,0.0,0.0,0.0,2019-06-17 01:00:00,1
387,7.113,0.006,0.0,0.0,0.0,2019-06-17 02:00:00,2
388,7.086,0.006,5.137,20.189,12.209,2019-06-17 03:00:00,3
389,8.106,0.007,66.459,182.612,253.903,2019-06-17 04:00:00,4
390,9.696,0.007,174.216,392.534,356.511,2019-06-17 05:00:00,5
391,10.782,0.007,293.944,602.027,495.051,2019-06-17 06:00:00,6
392,11.759,0.007,409.003,796.822,644.224,2019-06-17 07:00:00,7
393,12.238,0.007,510.203,963.643,966.323,2019-06-17 08:00:00,8
394,13.761,0.007,586.669,1091.118,1478.748,2019-06-17 09:00:00,9
395,15.415,0.007,634.984,1170.579,2332.648,2019-06-17 10:00:00,10
396,16.444,0.007,666.718,1196.591,2706.054,2019-06-17 11:00:00,11
397,17.37,0.007,668.329,1167.391,2893.685,2019-06-17 12:00:00,12
398,18.06,0.007,613.17,1084.987,2683.007,2019-06-17 13:00:00,13
399,18.131,0.008,529.725,954.974,1988.7,2019-06-17 14:00:00,14
400,17.639,0.008,419.075,786.248,1148.115,2019-06-17 15:00:00,15
401,16.921,0.008,298.714,590.276,623.93,2019-06-17 16:00:00,16
402,15.431,0.008,171.257,380.445,248.048,2019-06-17 17:00:00,17
403,13.522,0.009,66.217,171.117,48.28,2019-06-17 18:00:00,18
404,12.275,0.008,8.031,22.665,0.0,2019-06-17 19:00:00,19
405,11.741,0.008,0.02,0.086,0.0,2019-06-17 20:00:00,20
406,11.232,0.008,0.0,0.0,0.0,2019-06-17 21:00:00,21
407,10.832,0.008,0.0,0.0,0.0,2019-06-17 22:00:00,22
408,10.26,0.008,0.0,0.0,0.0,2019-06-17 23:00:00,23
409,9.423,0.008,0.0,0.0,0.0,2019-06-18 00:00:00,0
410,8.65,0.008,0.0,0.0,0.0,2019-06-18 01:00:00,1
411,8.685,0.008,0.0,0.0,0.0,2019-06-18 02:00:00,2
412,8.79,0.008,4.783,20.452,0.0,2019-06-18 03:00:00,3
413,8.914,0.008,70.819,183.164,110.226,2019-06-18 04:00:00,4
414,9.432,0.008,200.237,393.001,330.288,2019-06-18 05:00:00,5
415,10.266,0.008,368.634,602.403,712.885,2019-06-18 06:00:00,6
416,11.44,0.008,529.303,797.112,1190.642,2019-06-18 07:00:00,7
417,13.098,0.008,664.655,963.857,1946.246,2019-06-18 08:00:00,8
418,15.456,0.008,761.379,1091.278,2881.328,2019-06-18 09:00:00,9
419,17.969,0.008,825.444,1170.683,3772.41,2019-06-18 10:00:00,10
420,19.666,0.008,844.665,1196.688,3903.33,2019-06-18 11:00:00,11
421,20.587,0.008,803.808,1167.497,3844.831,2019-06-18 12:00:00,12
422,20.852,0.008,722.602,1085.117,3618.447,2019-06-18 13:00:00,13
423,20.689,0.008,609.81,955.173,3341.426,2019-06-18 14:00:00,14
424,20.052,0.008,477.078,786.518,2579.467,2019-06-18 15:00:00,15
425,19.265,0.008,329.453,590.615,1998.317,2019-06-18 16:00:00,16
426,17.996,0.009,182.704,380.858,1080.78,2019-06-18 17:00:00,17
427,15.245,0.01,65.836,171.604,790.817,2019-06-18 18:00:00,18
428,12.662,0.009,5.627,22.873,0.0,2019-06-18 19:00:00,19
429,12.069,0.009,0.012,0.09,0.0,2019-06-18 20:00:00,20
430,11.856,0.008,0.0,0.0,0.0,2019-06-18 21:00:00,21
431,11.628,0.008,0.0,0.0,0.0,2019-06-18 22:00:00,22
432,11.498,0.008,0.0,0.0,0.0,2019-06-18 23:00:00,23
433,11.145,0.008,0.0,0.0,0.0,2019-06-19 00:00:00,0
434,10.908,0.008,0.0,0.0,0.0,2019-06-19 01:00:00,1
435,9.987,0.008,0.0,0.0,0.0,2019-06-19 02:00:00,2
436,9.332,0.008,5.648,20.665,32.041,2019-06-19 03:00:00,3
437,10.98,0.008,69.398,183.602,733.812,2019-06-19 04:00:00,4
438,12.889,0.008,185.287,393.358,863.414,2019-06-19 05:00:00,5
439,14.094,0.008,322.963,602.681,657.033,2019-06-19 06:00:00,6
440,14.738,0.008,456.96,797.322,651.593,2019-06-19 07:00:00,7
441,15.782,0.008,581.706,964.009,1080.295,2019-06-19 08:00:00,8
442,16.732,0.008,686.698,1091.371,1385.413,2019-06-19 09:00:00,9
443,17.552,0.008,754.843,1170.747,1656.218,2019-06-19 10:00:00,10
444,18.188,0.008,762.868,1196.737,1818.248,2019-06-19 11:00:00,11
445,19.665,0.008,720.067,1167.559,2358.841,2019-06-19 12:00:00,12
446,21.32,0.008,640.51,1085.222,3058.301,2019-06-19 13:00:00,13
447,21.576,0.009,530.3,955.318,2569.474,2019-06-19 14:00:00,14
448,21.067,0.009,412.194,786.692,1723.569,2019-06-19 15:00:00,15
449,20.28,0.009,292.914,590.862,1133.783,2019-06-19 16:00:00,16
450,18.795,0.009,175.381,381.165,676.823,2019-06-19 17:00:00,17
451,16.308,0.01,69.326,171.973,271.014,2019-06-19 18:00:00,18
452,13.735,0.009,7.959,23.033,0.0,2019-06-19 19:00:00,19
453,12.397,0.009,0.02,0.093,0.0,2019-06-19 20:00:00,20
454,11.168,0.009,0.0,0.0,0.0,2019-06-19 21:00:00,21
455,9.923,0.008,0.0,0.0,0.0,2019-06-19 22:00:00,22
456,8.816,0.008,0.0,0.0,0.0,2019-06-19 23:00:00,23
457,8.108,0.008,0.0,0.0,0.0,2019-06-20 00:00:00,0
458,7.804,0.008,0.0,0.0,0.0,2019-06-20 01:00:00,1
459,7.652,0.008,0.0,0.0,0.0,2019-06-20 02:00:00,2
460,7.499,0.008,4.234,20.823,0.0,2019-06-20 03:00:00,3
461,7.419,0.008,59.967,183.924,118.98,2019-06-20 04:00:00,4
462,7.679,0.008,169.721,393.611,516.125,2019-06-20 05:00:00,5
463,8.277,0.008,307.443,602.872,916.077,2019-06-20 06:00:00,6
464,9.294,0.008,442.954,797.449,1735.352,2019-06-20 07:00:00,7
465,10.763,0.008,562.942,964.073,2440.839,2019-06-20 08:00:00,8
466,12.712,0.008,640.804,1091.405,3149.681,2019-06-20 09:00:00,9
467,14.188,0.008,671.984,1170.761,3153.327,2019-06-20 10:00:00,10
468,15.357,0.008,663.103,1196.745,3231.001,2019-06-20 11:00:00,11
469,16.023,0.008,629.735,1167.568,3085.739,2019-06-20 12:00:00,12
470,16.241,0.008,574.855,1085.245,2675.433,2019-06-20 13:00:00,13
471,16.031,0.008,494.563,955.373,1878.108,2019-06-20 14:00:00,14
472,15.415,0.008,393.791,786.798,1023.803,2019-06-20 15:00:00,15
473,14.578,0.008,285.749,591.021,479.711,2019-06-20 16:00:00,16
474,13.6,0.008,173.349,381.377,155.62,2019-06-20 17:00:00,17
475,12.851,0.009,70.937,172.228,41.872,2019-06-20 18:00:00,18
476,12.291,0.009,8.215,23.144,0.0,2019-06-20 19:00:00,19
477,11.932,0.009,0.02,0.096,0.0,2019-06-20 20:00:00,20
478,11.485,0.008,0.0,0.0,0.0,2019-06-20 21:00:00,21
479,10.983,0.008,0.0,0.0,0.0,2019-06-20 22:00:00,22
480,10.269,0.008,0.0,0.0,0.0,2019-06-20 23:00:00,23
481,10.049,0.008,0.0,0.0,0.0,2019-06-21 00:00:00,0
482,9.905,0.008,0.0,0.0,0.0,2019-06-21 01:00:00,1
483,9.744,0.008,0.0,0.0,0.0,2019-06-21 02:00:00,2
484,9.464,0.008,5.796,20.929,3.563,2019-06-21 03:00:00,3
485,10.103,0.008,74.516,184.129,317.852,2019-06-21 04:00:00,4
486,11.849,0.009,198.861,393.755,1065.889,2019-06-21 05:00:00,5
487,14.137,0.009,348.512,602.969,2075.885,2019-06-21 06:00:00,6
488,16.735,0.009,501.978,797.493,2984.489,2019-06-21 07:00:00,7
489,19.032,0.009,645.264,964.082,3401.645,2019-06-21 08:00:00,8
490,20.658,0.009,751.46,1091.394,3599.677,2019-06-21 09:00:00,9
491,21.835,0.009,796.073,1170.724,3685.672,2019-06-21 10:00:00,10
492,22.541,0.009,779.174,1196.692,3598.054,2019-06-21 11:00:00,11
493,22.917,0.009,731.447,1167.526,3530.906,2019-06-21 12:00:00,12
494,23.038,0.009,660.386,1085.22,3481.765,2019-06-21 13:00:00,13
495,22.809,0.009,560.693,955.358,3319.316,2019-06-21 14:00:00,14
496,22.145,0.009,427.535,786.819,2806.4,2019-06-21 15:00:00,15
497,21.103,0.01,292.311,591.079,1598.82,2019-06-21 16:00:00,16
498,19.769,0.01,162.553,381.476,636.218,2019-06-21 17:00:00,17
499,17.464,0.011,61.78,172.364,147.762,2019-06-21 18:00:00,18
500,15.847,0.01,6.86,23.207,0.0,2019-06-21 19:00:00,19
501,14.974,0.01,0.02,0.097,0.0,2019-06-21 20:00:00,20
502,14.231,0.01,0.0,0.0,0.0,2019-06-21 21:00:00,21
503,13.65,0.009,0.0,0.0,0.0,2019-06-21 22:00:00,22
504,13.1,0.009,0.0,0.0,0.0,2019-06-21 23:00:00,23
505,12.75,0.009,0.0,0.0,0.0,2019-06-22 00:00:00,0
506,12.48,0.009,0.0,0.0,0.0,2019-06-22 01:00:00,1
507,12.182,0.009,0.0,0.0,0.0,2019-06-22 02:00:00,2
508,11.915,0.009,6.432,20.979,27.611,2019-06-22 03:00:00,3
509,12.834,0.009,80.788,184.216,833.375,2019-06-22 04:00:00,4
510,15.218,0.01,213.419,393.809,1921.628,2019-06-22 05:00:00,5
511,18.912,0.01,369.923,602.977,2675.61,2019-06-22 06:00:00,6
512,19.612,0.01,527.998,797.461,2408.645,2019-06-22 07:00:00,7
513,19.945,0.01,664.387,964.036,2394.078,2019-06-22 08:00:00,8
514,21.385,0.01,772.41,1091.295,3403.032,2019-06-22 09:00:00,9
515,22.212,0.009,823.216,1170.641,3356.112,2019-06-22 10:00:00,10
516,23.02,0.009,823.178,1196.588,3537.423,2019-06-22 11:00:00,11
517,23.565,0.009,794.799,1167.432,3587.567,2019-06-22 12:00:00,12
518,23.662,0.009,725.255,1085.126,3371.775,2019-06-22 13:00:00,13
519,23.437,0.01,619.161,955.292,3112.534,2019-06-22 14:00:00,14
520,23.018,0.01,490.0,786.768,2821.676,2019-06-22 15:00:00,15
521,22.271,0.01,336.086,591.047,2035.232,2019-06-22 16:00:00,16
522,21.428,0.011,186.699,381.473,1129.68,2019-06-22 17:00:00,17
523,19.198,0.012,67.453,172.387,478.72,2019-06-22 18:00:00,18
524,17.984,0.01,5.909,23.22,0.0,2019-06-22 19:00:00,19
525,17.495,0.01,0.011,0.097,0.0,2019-06-22 20:00:00,20
526,17.256,0.01,0.0,0.0,0.0,2019-06-22 21:00:00,21
527,17.387,0.01,0.0,0.0,0.0,2019-06-22 22:00:00,22
528,17.13,0.01,0.0,0.0,0.0,2019-06-22 23:00:00,23
529,16.398,0.01,0.0,0.0,0.0,2019-06-23 00:00:00,0
530,15.479,0.009,0.0,0.0,0.0,2019-06-23 01:00:00,1
531,14.602,0.009,0.0,0.0,0.0,2019-06-23 02:00:00,2
532,13.931,0.009,6.138,20.975,38.059,2019-06-23 03:00:00,3
533,14.651,0.01,76.887,184.188,1106.469,2019-06-23 04:00:00,4
534,17.179,0.01,203.753,393.746,2140.635,2019-06-23 05:00:00,5
535,19.173,0.01,357.29,602.897,2624.305,2019-06-23 06:00:00,6
536,21.999,0.01,506.18,797.361,2999.304,2019-06-23 07:00:00,7
537,23.503,0.01,638.485,963.904,3435.327,2019-06-23 08:00:00,8
538,24.66,0.01,740.954,1091.149,3665.197,2019-06-23 09:00:00,9
539,25.67,0.01,791.805,1170.479,3719.731,2019-06-23 10:00:00,10
540,26.422,0.01,790.951,1196.447,3684.325,2019-06-23 11:00:00,11
541,26.857,0.01,772.396,1167.276,3637.527,2019-06-23 12:00:00,12
542,26.861,0.01,704.774,1084.973,3441.998,2019-06-23 13:00:00,13
543,26.703,0.011,591.902,955.141,3365.892,2019-06-23 14:00:00,14
544,26.372,0.011,451.323,786.638,2964.649,2019-06-23 15:00:00,15
545,27.738,0.011,302.388,590.937,1677.881,2019-06-23 16:00:00,16
546,24.645,0.012,165.818,381.365,948.658,2019-06-23 17:00:00,17
547,21.397,0.012,56.31,172.292,330.029,2019-06-23 18:00:00,18
548,19.38,0.011,4.318,23.184,0.0,2019-06-23 19:00:00,19
549,18.027,0.011,0.009,0.097,0.0,2019-06-23 20:00:00,20
550,17.074,0.011,0.0,0.0,0.0,2019-06-23 21:00:00,21
551,16.388,0.011,0.0,0.0,0.0,2019-06-23 22:00:00,22
552,15.937,0.011,0.0,0.0,0.0,2019-06-23 23:00:00,23
553,15.339,0.011,0.0,0.0,0.0,2019-06-24 00:00:00,0
554,14.622,0.011,0.0,0.0,0.0,2019-06-24 01:00:00,1
555,14.135,0.011,0.0,0.0,0.0,2019-06-24 02:00:00,2
556,13.902,0.011,5.013,20.917,8.73,2019-06-24 03:00:00,3
557,15.243,0.011,62.357,184.043,389.438,2019-06-24 04:00:00,4
558,17.503,0.011,171.011,393.594,1068.92,2019-06-24 05:00:00,5
559,19.293,0.012,297.075,602.721,1487.016,2019-06-24 06:00:00,6
560,20.872,0.012,409.015,797.174,1392.59,2019-06-24 07:00:00,7
561,21.847,0.012,523.146,963.695,1574.004,2019-06-24 08:00:00,8
562,23.355,0.012,635.18,1090.959,2417.661,2019-06-24 09:00:00,9
563,24.715,0.011,721.692,1170.255,2966.384,2019-06-24 10:00:00,10
564,25.55,0.011,752.75,1196.201,3022.253,2019-06-24 11:00:00,11
565,25.841,0.011,733.422,1167.044,2791.935,2019-06-24 12:00:00,12
566,25.56,0.012,661.289,1084.751,2200.904,2019-06-24 13:00:00,13
567,25.018,0.012,564.042,954.929,1702.862,2019-06-24 14:00:00,14
568,24.797,0.012,443.693,786.421,2017.271,2019-06-24 15:00:00,15
569,24.471,0.012,307.092,590.72,2124.803,2019-06-24 16:00:00,16
570,23.417,0.013,171.196,381.155,1444.084,2019-06-24 17:00:00,17
571,20.818,0.013,59.664,172.078,487.207,2019-06-24 18:00:00,18
572,18.677,0.012,6.001,23.1,0.0,2019-06-24 19:00:00,19
573,17.895,0.012,0.019,0.095,0.0,2019-06-24 20:00:00,20
574,17.503,0.012,0.0,0.0,0.0,2019-06-24 21:00:00,21
575,17.687,0.012,0.0,0.0,0.0,2019-06-24 22:00:00,22
576,17.64,0.012,0.0,0.0,0.0,2019-06-24 23:00:00,23
577,17.555,0.012,0.0,0.0,0.0,2019-06-25 00:00:00,0
578,17.366,0.012,0.0,0.0,0.0,2019-06-25 01:00:00,1
579,17.322,0.011,0.0,0.0,0.0,2019-06-25 02:00:00,2
580,17.622,0.011,3.164,20.805,0.0,2019-06-25 03:00:00,3
581,18.586,0.011,39.63,183.782,124.117,2019-06-25 04:00:00,4
582,19.447,0.012,117.452,393.332,516.569,2019-06-25 05:00:00,5
583,20.858,0.012,228.733,602.456,1313.83,2019-06-25 06:00:00,6
584,22.814,0.012,348.232,796.906,1906.153,2019-06-25 07:00:00,7
585,24.28,0.012,456.987,963.43,2437.886,2019-06-25 08:00:00,8
586,25.01,0.012,534.087,1090.693,2842.038,2019-06-25 09:00:00,9
587,25.278,0.012,561.902,1170.002,2557.786,2019-06-25 10:00:00,10
588,25.241,0.012,569.368,1195.963,2118.559,2019-06-25 11:00:00,11
589,25.348,0.012,533.49,1166.794,1896.4,2019-06-25 12:00:00,12
590,25.618,0.012,479.347,1084.491,1935.911,2019-06-25 13:00:00,13
591,25.711,0.012,413.281,954.641,1907.627,2019-06-25 14:00:00,14
592,25.462,0.012,326.702,786.134,1874.82,2019-06-25 15:00:00,15
593,24.381,0.013,222.605,590.424,1291.147,2019-06-25 16:00:00,16
594,22.467,0.013,119.39,380.831,341.095,2019-06-25 17:00:00,17
595,21.027,0.013,41.137,171.755,43.066,2019-06-25 18:00:00,18
596,20.035,0.013,5.064,22.965,0.0,2019-06-25 19:00:00,19
597,19.443,0.013,0.019,0.092,0.0,2019-06-25 20:00:00,20
598,19.106,0.013,0.0,0.0,0.0,2019-06-25 21:00:00,21
599,18.739,0.013,0.0,0.0,0.0,2019-06-25 22:00:00,22
600,18.085,0.012,0.0,0.0,0.0,2019-06-25 23:00:00,23
601,17.965,0.012,0.0,0.0,0.0,2019-06-26 00:00:00,0
602,17.885,0.012,0.0,0.0,0.0,2019-06-26 01:00:00,1
603,17.787,0.012,0.0,0.0,0.0,2019-06-26 02:00:00,2
604,17.69,0.012,2.889,20.638,0.0,2019-06-26 03:00:00,3
605,17.686,0.012,40.032,183.406,64.331,2019-06-26 04:00:00,4
606,17.772,0.012,116.649,392.971,291.806,2019-06-26 05:00:00,5
607,17.613,0.012,216.122,602.089,294.408,2019-06-26 06:00:00,6
608,17.731,0.012,326.227,796.563,520.0,2019-06-26 07:00:00,7
609,18.717,0.012,441.184,963.095,1339.227,2019-06-26 08:00:00,8
610,20.241,0.012,536.684,1090.36,1659.849,2019-06-26 09:00:00,9
611,20.577,0.012,591.969,1169.685,1230.096,2019-06-26 10:00:00,10
612,21.441,0.012,598.049,1195.637,1679.428,2019-06-26 11:00:00,11
613,22.672,0.012,542.188,1166.459,1953.995,2019-06-26 12:00:00,12
614,23.227,0.012,459.713,1084.134,1623.334,2019-06-26 13:00:00,13
615,23.182,0.012,366.87,954.299,1168.249,2019-06-26 14:00:00,14
616,22.97,0.012,259.322,785.764,872.487,2019-06-26 15:00:00,15
617,22.495,0.013,162.092,590.02,565.426,2019-06-26 16:00:00,16
618,21.483,0.013,86.482,380.418,235.111,2019-06-26 17:00:00,17
619,19.898,0.013,32.187,171.311,40.585,2019-06-26 18:00:00,18
620,18.953,0.012,4.382,22.784,0.0,2019-06-26 19:00:00,19
621,18.328,0.012,0.017,0.088,0.0,2019-06-26 20:00:00,20
622,17.155,0.011,0.0,0.0,0.0,2019-06-26 21:00:00,21
623,15.771,0.011,0.0,0.0,0.0,2019-06-26 22:00:00,22
624,14.574,0.011,0.0,0.0,0.0,2019-06-26 23:00:00,23
625,13.629,0.011,0.0,0.0,0.0,2019-06-27 00:00:00,0
626,12.88,0.01,0.0,0.0,0.0,2019-06-27 01:00:00,1
627,12.331,0.01,0.0,0.0,0.0,2019-06-27 02:00:00,2
628,11.858,0.01,2.65,20.42,0.0,2019-06-27 03:00:00,3
629,11.536,0.01,37.012,182.912,39.728,2019-06-27 04:00:00,4
630,11.542,0.01,107.262,392.489,208.447,2019-06-27 05:00:00,5
631,11.899,0.01,202.157,601.649,514.271,2019-06-27 06:00:00,6
632,12.828,0.01,303.528,796.141,981.608,2019-06-27 07:00:00,7
633,14.284,0.01,393.851,962.694,1515.655,2019-06-27 08:00:00,8
634,15.96,0.01,464.864,1089.978,2197.121,2019-06-27 09:00:00,9
635,17.352,0.01,514.628,1169.283,2551.306,2019-06-27 10:00:00,10
636,18.25,0.01,528.624,1195.245,2591.411,2019-06-27 11:00:00,11
637,18.272,0.01,495.174,1166.068,2163.128,2019-06-27 12:00:00,12
638,17.499,0.01,435.116,1083.741,1561.748,2019-06-27 13:00:00,13
639,16.341,0.01,358.182,953.871,1183.243,2019-06-27 14:00:00,14
640,15.079,0.01,273.874,785.304,910.454,2019-06-27 15:00:00,15
641,13.786,0.01,187.527,589.536,515.511,2019-06-27 16:00:00,16
642,12.647,0.011,101.846,379.898,144.311,2019-06-27 17:00:00,17
643,11.962,0.011,36.753,170.758,31.513,2019-06-27 18:00:00,18
644,11.53,0.01,3.732,22.555,0.0,2019-06-27 19:00:00,19
645,11.353,0.01,0.007,0.084,0.0,2019-06-27 20:00:00,20
646,11.229,0.01,0.0,0.0,0.0,2019-06-27 21:00:00,21
647,11.09,0.01,0.0,0.0,0.0,2019-06-27 22:00:00,22
648,10.971,0.01,0.0,0.0,0.0,2019-06-27 23:00:00,23
649,10.903,0.009,0.0,0.0,0.0,2019-06-28 00:00:00,0
650,10.816,0.009,0.0,0.0,0.0,2019-06-28 01:00:00,1
651,10.741,0.009,0.0,0.0,0.0,2019-06-28 02:00:00,2
652,10.669,0.009,3.818,20.149,0.0,2019-06-28 03:00:00,3
653,10.862,0.009,44.936,182.303,78.802,2019-06-28 04:00:00,4
654,11.19,0.009,115.512,391.92,176.452,2019-06-28 05:00:00,5
655,11.579,0.01,206.104,601.116,337.55,2019-06-28 06:00:00,6
656,12.165,0.01,288.264,795.64,584.076,2019-06-28 07:00:00,7
657,13.196,0.01,355.008,962.235,1152.216,2019-06-28 08:00:00,8
658,14.415,0.01,415.818,1089.529,1610.913,2019-06-28 09:00:00,9
659,15.286,0.01,444.022,1168.846,1609.76,2019-06-28 10:00:00,10
660,15.434,0.01,427.119,1194.807,1095.432,2019-06-28 11:00:00,11
661,15.283,0.01,387.48,1165.621,779.536,2019-06-28 12:00:00,12
662,15.01,0.01,329.804,1083.285,593.206,2019-06-28 13:00:00,13
663,14.66,0.01,261.012,953.386,460.614,2019-06-28 14:00:00,14
664,14.243,0.011,192.001,784.778,374.087,2019-06-28 15:00:00,15
665,13.7,0.011,131.455,588.956,239.76,2019-06-28 16:00:00,16
666,13.158,0.011,77.75,379.271,96.655,2019-06-28 17:00:00,17
667,12.707,0.011,33.032,170.084,9.987,2019-06-28 18:00:00,18
668,12.347,0.01,5.416,22.281,0.0,2019-06-28 19:00:00,19
669,12.054,0.01,0.014,0.078,0.0,2019-06-28 20:00:00,20
670,11.781,0.01,0.0,0.0,0.0,2019-06-28 21:00:00,21
671,11.525,0.01,0.0,0.0,0.0,2019-06-28 22:00:00,22
672,11.278,0.01,0.0,0.0,0.0,2019-06-28 23:00:00,23
673,11.028,0.009,0.0,0.0,0.0,2019-06-29 00:00:00,0
674,10.794,0.009,0.0,0.0,0.0,2019-06-29 01:00:00,1
675,10.579,0.009,0.0,0.0,0.0,2019-06-29 02:00:00,2
676,10.322,0.009,2.276,19.829,0.0,2019-06-29 03:00:00,3
677,10.332,0.009,35.982,181.578,101.264,2019-06-29 04:00:00,4
678,10.745,0.009,108.433,391.246,352.299,2019-06-29 05:00:00,5
679,11.473,0.01,207.963,600.501,669.087,2019-06-29 06:00:00,6
680,12.368,0.01,324.174,795.058,988.056,2019-06-29 07:00:00,7
681,13.541,0.01,437.982,961.693,1335.175,2019-06-29 08:00:00,8
682,14.768,0.01,532.613,1089.024,1527.957,2019-06-29 09:00:00,9
683,15.83,0.01,586.804,1168.355,1636.396,2019-06-29 10:00:00,10
684,16.738,0.01,600.426,1194.331,1690.221,2019-06-29 11:00:00,11
685,17.604,0.01,572.449,1165.146,1888.13,2019-06-29 12:00:00,12
686,17.904,0.01,512.186,1082.763,1536.104,2019-06-29 13:00:00,13
687,17.647,0.01,423.496,952.829,1048.451,2019-06-29 14:00:00,14
688,17.268,0.01,319.827,784.173,785.629,2019-06-29 15:00:00,15
689,16.724,0.01,217.846,588.291,548.844,2019-06-29 16:00:00,16
