Time_solar,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour,Date - Time ,Time_wind,Air Density,Wind Speed ,Power Generation ,clearness_index_kt,wind_power_coefficient_cp,complementarity_index,total_renewable_power,renewable_capacity_factor,solar_efficiency,wind_power_per_speed,day_of_week,day_of_year,month,week_of_year,hour_sin,hour_cos,day_sin,day_cos,solar_lag_1,solar_lag_2,solar_lag_3,solar_lag_6,solar_lag_12,solar_lag_24,wind_lag_1,wind_lag_2,wind_lag_3,wind_lag_6,wind_lag_12,wind_lag_24,solar_rolling_mean_6h,solar_rolling_std_6h,wind_rolling_mean_6h,wind_rolling_std_6h,solar_rate_of_change,solar_volatility,wind_rate_of_change,wind_volatility,total_rate_of_change,total_volatility
1532,20.273,0.015,0.447,1.88,0.0,2019-08-03 19:00:00,19.0,,1532,1.15,6.333,1295.23,0.0,0.593,0.6947349839947605,1295.23,0.15643529986625823,0.0,204.52073195630317,5,215,8,31,-0.9659258262890684,0.2588190451025203,-0.5307300481619331,-0.8475409228928312,0.0,52.32,204.022,1201.605,2345.239,0.0,1274.811,1152.79,640.105,436.602,136.74,81.675,254.23933333333287,324.8128598259252,836.5013333333335,460.1771786556274,0.0,0.0,20.419000000000096,20.419000000000096,20.419000000000096,20.419000000000096
1533,19.896,0.015,0.0,0.0,0.0,2019-08-03 20:00:00,20.0,,1533,1.151,6.061,1137.873,0.0,0.593,0.7318215146677194,1137.873,0.13743003479283128,0.0,187.73681113070268,5,215,8,31,-0.8660254037844386,0.5000000000000001,-0.5307300481619331,-0.8475409228928312,0.0,0.0,52.32,815.766,2624.305,0.0,1295.23,1274.811,1152.79,310.951,230.034,105.711,118.27833333333287,182.17027729653785,974.3216666666667,389.7358699681795,0.0,0.0,-157.35699999999997,157.35699999999997,-157.35699999999997,157.35699999999997
1534,19.605,0.014,0.0,0.0,0.0,2019-08-03 21:00:00,21.0,,1534,1.151,6.338,1295.394,0.0,0.593,0.6946963318151285,1295.394,0.1564551074596417,0.0,204.38526279815986,5,215,8,31,-0.7071067811865477,0.7071067811865474,-0.5307300481619331,-0.8475409228928312,0.0,0.0,0.0,453.328,2858.118,0.0,1137.873,1295.23,1274.811,345.121,271.363,173.857,42.72366666666621,81.74409914298549,1132.7005000000001,251.46016659082903,0.0,0.0,157.52099999999996,157.52099999999996,157.52099999999996,157.52099999999996
1535,19.629,0.014,0.0,0.0,0.0,2019-08-03 22:00:00,22.0,,1535,1.148,6.017,1115.342,0.0,0.593,0.7371317113707097,1115.342,0.13470878548476503,0.0,185.36510131874667,5,215,8,31,-0.5000000000000004,0.8660254037844384,-0.5307300481619331,-0.8475409228928312,0.0,0.0,0.0,204.022,2831.628,0.0,1295.394,1137.873,1295.23,640.105,314.822,269.545,8.719999999999546,21.359550557816252,1211.906666666667,85.05335593998862,0.0,0.0,-180.0519999999999,180.0519999999999,-180.0519999999999,180.0519999999999
1536,19.421,0.014,0.0,0.0,0.0,2019-08-03 23:00:00,23.0,,1536,1.142,5.134,687.762,0.0,0.593,0.8379054855602515,687.762,0.08306652463779984,0.0,133.96218660650823,5,215,8,31,-0.25881904510252157,0.9659258262890681,-0.5307300481619331,-0.8475409228928312,0.0,0.0,0.0,52.32,2526.449,0.0,1115.342,1295.394,1137.873,1152.79,438.093,364.579,0.0,0.0001788700015860083,1134.4020000000003,232.96410795224978,0.0,0.0,-427.58000000000015,427.58000000000015,-427.58000000000015,427.58000000000015
1537,18.948,0.014,0.0,0.0,0.0,2019-08-04 00:00:00,0.0,,1537,1.136,3.989,291.514,0.0,0.593,0.9312948079678888,291.514,0.03520848035114413,0.0,73.0794502182376,6,216,8,31,0.0,1.0,-0.5452404385406507,-0.8382797052177745,0.0,0.0,0.0,0.0,1877.753,0.0,687.762,1115.342,1295.394,1274.811,513.931,412.365,0.0,0.0001788700015860083,970.5191666666668,400.2402710534682,0.0,0.0,-396.24799999999993,396.24799999999993,-396.24799999999993,396.24799999999993
1538,18.627,0.014,0.0,0.0,0.0,2019-08-04 01:00:00,1.0,,1538,1.131,2.714,52.403,0.0,0.593,0.9876494501874397,52.403,0.006329129976059488,0.0,19.30839376993597,6,216,8,31,0.25881904510252074,0.9659258262890683,-0.5452404385406507,-0.8382797052177745,0.0,0.0,0.0,0.0,1201.605,0.0,291.514,687.762,1115.342,1295.23,436.602,366.373,0.0,0.0001788700015860083,763.3813333333336,506.1669785924928,0.0,0.0,-239.11100000000002,239.11100000000002,-239.11100000000002,239.11100000000002
1539,18.425,0.013,0.0,0.0,0.0,2019-08-04 02:00:00,2.0,,1539,1.127,2.425,27.137,0.0,0.593,0.9936042426910014,27.137,0.0032775528149214038,0.0,11.190510849273878,6,216,8,31,0.49999999999999994,0.8660254037844387,-0.5452404385406507,-0.8382797052177745,0.0,0.0,0.0,0.0,815.766,0.0,52.403,291.514,687.762,1137.873,310.951,339.72,0.0,0.0001788700015860083,578.2586666666668,543.5465666835295,0.0,0.0,-25.266,25.266,-25.266,25.266
1540,18.357,0.013,0.064,0.537,0.0,2019-08-04 03:00:00,3.0,,1540,1.123,2.478,31.444,0.0,0.593,0.9925891516076151,31.444,0.0037977436972542514,0.0,12.689260415956246,6,216,8,31,0.7071067811865476,0.7071067811865476,-0.5452404385406507,-0.8382797052177745,0.0,0.0,0.0,0.0,453.328,0.0,27.137,52.403,291.514,1295.394,345.121,412.22,0.0,0.0001788700015860083,367.60033333333354,446.24565963542096,0.0,0.0,4.306999999999999,4.306999999999999,4.306999999999999,4.306999999999999
1541,18.505,0.013,19.826,86.927,50.24,2019-08-04 04:00:00,4.0,,1541,1.12,2.52,34.08,0.0,0.593,0.9955862524509825,84.32,0.010184001671303856,1.0,13.523804157220571,6,216,8,31,0.8660254037844386,0.5000000000000001,-0.5452404385406507,-0.8382797052177745,0.0,0.0,0.0,0.0,204.022,348.519,31.444,27.137,52.403,1115.342,640.105,626.422,8.373333333332878,20.510394113682427,187.39000000000013,265.6838613668221,50.24,50.24,2.6359999999999992,2.6359999999999992,52.87599999999999,52.87599999999999
1542,19.638,0.014,105.124,301.506,359.353,2019-08-04 05:00:00,5.0,,1542,1.118,2.174,13.743,0.0,0.593,0.9142171747485905,373.096,0.045061791835350855,1.0,6.321524231129608,6,216,8,31,0.9659258262890683,0.25881904510252074,-0.5452404385406507,-0.8382797052177745,50.24,0.0,0.0,0.0,52.32,1015.388,34.08,31.444,27.137,687.762,1152.79,453.473,68.26549999999955,144.01219758593825,75.05350000000016,106.77432068191501,309.113,309.113,-20.336999999999996,20.336999999999996,288.776,288.776
1543,21.741,0.014,239.68,519.432,1141.214,2019-08-04 06:00:00,6.0,,1543,1.117,1.773,3.353,0.0,0.593,0.7180794889728008,1144.567,0.1382385227813003,1.0,1.8911438854236409,6,216,8,31,1.0,6.123233995736766e-17,-0.5452404385406507,-0.8382797052177745,359.353,50.24,0.0,0.0,0.0,1806.833,13.743,34.08,31.444,291.514,1274.811,105.009,258.46783333333286,454.5754733368223,27.026666666666816,17.030156225089378,781.8609999999999,781.8609999999999,-10.39,10.39,771.471,771.471
1544,24.337,0.014,387.177,722.107,1997.525,2019-08-04 07:00:00,7.0,,1544,1.117,2.053,9.633,1.0,0.593,0.5074272998684811,2007.1580000000001,0.24242054585591685,1.0,4.692155532315863,6,216,8,31,0.9659258262890683,-0.25881904510252063,-0.5452404385406507,-0.8382797052177745,1141.214,359.353,50.24,0.0,0.0,2345.239,3.353,13.743,34.08,52.403,1295.23,136.74,591.3886666666663,815.5600315439034,19.898333333333486,12.679381966441818,856.3110000000001,856.3110000000001,6.279999999999999,6.279999999999999,862.5910000000001,862.5910000000001
1545,25.525,0.014,532.601,895.665,2438.232,2019-08-04 08:00:00,8.0,,1545,1.117,2.377,24.096,0.7792260412886234,0.593,0.4016604964318726,2462.328,0.2973950719556248,1.0,10.13714340044451,6,216,8,31,0.8660254037844387,-0.4999999999999998,-0.5452404385406507,-0.8382797052177745,1997.525,1141.214,359.353,0.0,0.0,2624.305,9.633,3.353,13.743,27.137,1137.873,230.034,997.7606666666662,1038.8408303269027,19.39150000000015,12.389628448192537,440.7069999999999,440.7069999999999,14.463000000000001,14.463000000000001,455.16999999999985,455.16999999999985
1546,26.742,0.014,654.226,1028.284,2606.624,2019-08-04 09:00:00,9.0,,1546,1.119,3.191,116.103,0.6768217125822458,0.593,0.38162964845632985,2722.727,0.32884554457429005,1.0,36.384507557346424,6,216,8,31,0.7071067811865476,-0.7071067811865475,-0.5452404385406507,-0.8382797052177745,2438.232,1997.525,1141.214,0.0,0.0,2858.118,24.096,9.633,3.353,31.444,1295.394,271.363,1432.1979999999996,1082.261655202298,33.501333333333484,41.90666190775602,168.39199999999983,168.39199999999983,92.00699999999999,92.00699999999999,260.3989999999999,260.3989999999999
1547,27.593,0.014,735.205,1110.93,2765.163,2019-08-04 10:00:00,10.0,,1547,1.122,3.979,289.016,0.6210253171924063,0.593,0.3831079168046502,3054.179,0.36887765702634184,1.0,72.63531725676872,6,216,8,31,0.49999999999999994,-0.8660254037844387,-0.5452404385406507,-0.8382797052177745,2606.624,2438.232,1997.525,50.24,0.0,2831.628,116.103,24.096,9.633,34.08,1115.342,314.822,1884.6851666666662,948.1530902843592,75.99066666666683,112.45994033899846,158.53900000000021,158.53900000000021,172.913,172.913,331.4520000000002,331.4520000000002
1548,27.877,0.014,773.537,1137.89,2908.31,2019-08-04 11:00:00,11.0,,1548,1.126,4.283,379.701,0.5858262107969148,0.593,0.36901939007442797,3288.011,0.39711942029489405,1.0,88.65302623090678,6,216,8,31,0.258819045102521,-0.9659258262890682,-0.5452404385406507,-0.8382797052177745,2765.163,2606.624,2438.232,359.353,0.0,2526.449,289.016,116.103,24.096,13.743,687.762,438.093,2309.5113333333325,653.1886959400599,136.98366666666683,160.7983265953078,143.14699999999993,143.14699999999993,90.685,90.685,233.83199999999988,233.83199999999988
1549,27.57,0.014,751.206,1107.363,2965.533,2019-08-04 12:00:00,12.0,,1549,1.13,4.664,506.194,0.5495288949893716,0.593,0.3846560248418708,3471.727,0.41930827289267936,1.0,108.53213796480748,6,216,8,31,1.2246467991473532e-16,-1.0,-0.5452404385406507,-0.8382797052177745,2908.31,2765.163,2606.624,1141.214,0.0,1877.753,379.701,289.016,116.103,3.353,291.514,513.931,2613.5644999999995,358.89640890416604,220.79050000000015,202.77973886235492,57.222999999999956,57.222999999999956,126.493,126.493,183.7159999999999,183.7159999999999
1550,27.584,0.015,679.249,1021.374,3154.942,2019-08-04 13:00:00,13.0,,1550,1.133,5.155,696.479,0.5144186611081222,0.593,0.38258123001846467,3851.4210000000003,0.4651669580276894,1.0,135.10744226819742,6,216,8,31,-0.2588190451025208,-0.9659258262890683,-0.5452404385406507,-0.8382797052177745,2965.533,2908.31,2765.163,1997.525,0.0,1201.605,506.194,379.701,289.016,9.633,52.403,436.602,2806.4673333333326,258.5919855368127,335.26483333333346,248.46083544042077,189.4090000000001,189.4090000000001,190.28500000000003,190.28500000000003,379.6940000000004,379.6940000000004
1551,27.268,0.015,562.074,885.791,2791.921,2019-08-04 14:00:00,14.0,,1551,1.137,5.462,837.035,0.4747821140166409,0.593,0.5056385308213251,3628.9559999999997,0.4382980783810265,1.0,153.24695107159445,6,216,8,31,-0.4999999999999997,-0.8660254037844388,-0.5452404385406507,-0.8382797052177745,3154.942,2965.533,2908.31,2438.232,0.0,815.766,696.479,506.194,379.701,24.096,27.137,310.951,2865.415499999999,188.74008153941196,470.75466666666676,265.8820119666847,-363.0210000000002,363.0210000000002,140.55599999999993,140.55599999999993,-222.4650000000006,222.4650000000006
1552,26.58,0.015,418.729,709.822,2240.183,2019-08-04 15:00:00,15.0,,1552,1.14,5.38,795.553,0.433191097400365,0.593,0.6325428847429567,3035.736,0.36665014821676095,1.0,147.87227734716035,6,216,8,31,-0.7071067811865471,-0.7071067811865479,-0.5452404385406507,-0.8382797052177745,2791.921,3154.942,2965.533,2606.624,0.0,453.328,837.035,696.479,506.194,116.103,31.444,345.121,2804.341999999999,309.7343687962388,583.9963333333335,226.38035413315478,-551.7379999999998,551.7379999999998,-41.48199999999997,41.48199999999997,-593.2199999999998,593.2199999999998
1553,25.583,0.016,264.242,505.439,1561.839,2019-08-04 16:00:00,16.0,,1553,1.142,4.629,495.078,0.3866013161863917,0.593,0.7297705887303463,2056.917,0.24843033877767215,1.0,106.95137028486276,6,216,8,31,-0.8660254037844385,-0.5000000000000004,-0.5452404385406507,-0.8382797052177745,2240.183,2791.921,3154.942,2765.163,50.24,204.022,795.553,837.035,696.479,289.016,34.08,640.105,2603.787999999999,596.7619568203108,618.3400000000001,184.4215128426887,-678.344,678.344,-300.475,300.475,-978.819,978.819
1554,24.063,0.017,120.738,286.569,758.319,2019-08-04 17:00:00,17.0,,1554,1.145,4.572,471.717,0.34125516337926043,0.593,0.9233192456820645,1230.036,0.14856129838429685,1.0,103.17517428364516,6,216,8,31,-0.9659258262890683,-0.25881904510252063,-0.5452404385406507,-0.8382797052177745,1561.839,2240.183,2791.921,2908.31,359.353,52.32,495.078,795.553,837.035,379.701,13.743,1152.79,2245.4561666666664,929.8640901053104,633.6760000000002,163.2146111277604,-803.52,803.52,-23.36099999999999,23.36099999999999,-826.8809999999999,826.8809999999999
